x,y
-2.072244,72.80554
51.57858,-38.21504
14.878454,-60.976353
37.113503,-51.043167
16.358982,17.059856
-46.18805,-37.154404
3.85795,33.371605
63.061714,-0.85031307
-74.99265,-17.86958
-61.327747,11.579024
-33.703762,20.601616
-76.5535,-17.940079
18.759407,12.662807
-62.25,-22.85827
29.226816,45.24998
27.381516,7.8469486
-33.689484,46.533318
-32.39087,19.30688
-22.01208,25.902212
-40.751617,-61.641113
56.782658,17.36805
53.410625,14.019489
-14.463507,-52.025814
43.245975,-41.127552
43.162704,-9.208236
-0.7382628,-5.6128345
-47.241497,2.804802
40.410736,-42.963795
-30.934292,-50.078995
-17.90435,41.10064
26.580473,13.353636
-0.39748487,3.4120362
-9.9098425,-16.857628
-32.79729,-46.52566
-74.76587,-4.939962
53.827396,1.7618176
58.96336,3.89929
-59.130272,-1.3343652
16.590597,-62.640934
-3.7968855,28.161402
-8.83646,6.73616
-2.2306945,-32.165237
-47.329323,-54.752506
38.554592,-23.022863
-13.60708,9.849265
24.089542,71.363464
-42.204277,44.879128
-58.15042,9.28662
47.53725,-18.494343
-61.239414,-5.6701884
6.453702,-68.68285
-65.96214,-18.251253
-12.356897,25.821573
-37.68238,-56.857872
-34.30715,-46.781254
49.36856,-17.720976
7.550154,2.15589
60.43236,12.463735
14.923945,56.618904
2.5192492,-29.096191
14.442001,-41.541145
-42.624607,-64.913704
-32.49387,-50.0788
-59.293552,-11.364576
20.152905,-69.46214
-1.2099701,12.8967285
24.713678,-67.79818
-4.546923,26.247759
36.898247,73.86367
12.174749,23.191933
26.399588,47.53008
16.217884,-62.98704
-54.95546,-28.099957
-79.117424,-7.633003
-56.63374,5.5702477
29.50963,-42.318554
1.899337,-11.959196
60.980896,9.833461
16.457071,-61.142918
58.194023,-17.316067
-42.25097,-23.608957
-32.26203,-47.000908
-33.416668,21.301426
-75.808235,2.3198788
54.00163,2.4609063
-33.992992,59.545364
-70.003334,15.240221
37.93743,-60.135296
1.2270485,8.43302
-10.683635,-0.6647705
60.622726,-18.93777
-70.98748,-8.266987
51.841923,0.822727
22.46659,51.063778
-66.03756,0.8796619
38.35666,67.589775
36.87006,75.01582
61.37409,-15.708825
10.088763,-8.648881
33.97348,-39.144257
-33.217808,-43.56824
14.635181,-69.20865
14.9527855,-46.661938
-44.66825,-12.890376
27.199564,72.61579
48.157936,-19.630867
-31.393106,-44.935333
-40.41701,-8.891357
19.784103,19.64184
22.420334,23.485638
18.323338,68.93453
28.46586,49.23383
15.913336,30.715446
18.799042,-69.507195
-54.85225,-29.316973
-33.693146,48.564556
-25.367287,10.626238
44.886765,29.381933
6.073928,38.012115
8.930255,-51.5997
-9.859217,-40.432976
-72.68071,-18.969221
27.798105,13.56686
17.400932,49.8572
-21.204487,-0.5075497
56.820972,-23.045591
32.007717,55.70493
-42.97336,-50.966
25.395523,-66.4069
19.674187,-60.73377
44.71985,-16.326092
26.641087,-59.761486
-14.288259,19.384119
22.66131,9.6346445
26.3148,16.230247
-76.455246,-11.197568
-36.501488,-58.496387
10.1791935,40.004116
-31.784824,67.28326
-17.544762,41.129498
-51.740692,25.58961
24.073013,-61.967537
34.1961,25.265114
-1.9762396,1.4320341
23.651297,-66.77187
34.712856,41.429287
-29.20801,29.412407
32.624203,-47.766933
-16.683018,-11.919978
9.951434,-77.21898
-6.6421967,26.540731
8.212277,44.912292
-8.104008,64.86213
62.611584,-34.772274
14.300628,-26.720839
-11.583674,31.86604
19.97506,-55.782406
-53.721737,-59.313232
-56.85839,-23.99349
-68.119095,15.789537
-8.84092,81.35904
-21.494553,-55.142082
46.988922,-22.659056
-34.122055,32.561985
33.74871,43.34877
-16.466936,80.1136
12.791178,23.87319
-29.291813,70.26865
23.167929,10.155564
-44.628,-59.79498
52.71574,-23.03484
23.665358,73.48139
-5.1319823,-11.248906
-2.2443404,-9.502523
-28.509989,29.22369
-59.518738,-14.863367
24.869383,-44.981617
23.524715,-56.124504
-55.89616,3.3133795
27.448507,72.829956
-48.30812,-63.55471
13.201874,18.937086
-35.30429,-55.964836
-13.433628,62.71154
24.675701,-55.223015
-27.131966,65.045876
40.861935,-24.384619
50.49799,-42.540592
-47.33249,-37.939518
53.602535,13.962527
-2.9825225,-18.582233
-22.941072,67.17168
24.832638,-44.84761
-52.41165,-25.406342
-6.0442305,31.527826
57.483658,5.727005
-3.6065514,28.138128
-68.67682,7.7644567
-59.29233,9.54432
68.13884,22.265604
8.463945,-8.798822
16.035685,28.124638
-10.91786,-11.486977
64.891655,-24.66115
-72.05703,11.464809
9.173021,36.594437
20.248007,58.37557
25.11256,27.761003
16.677753,-66.93113
-43.15842,-65.20677
-24.467594,-44.79379
3.7815568,17.071186
-36.371708,-67.8117
-69.15338,-16.235016
-37.59668,-64.23659
28.296637,-61.305798
-53.431145,-17.544579
61.90003,8.792284
16.180983,-61.109512
-25.903757,-3.5747974
64.5279,20.169018
-68.7247,-21.100624
53.941223,2.2996387
25.145834,61.966732
-60.382576,0.15929691
-36.647278,-36.143444
15.884373,-64.20585
-36.817413,-7.0913167
-7.982652,-7.302209
31.991673,-48.716557
-6.912987,-6.3461657
-60.269722,-9.73573
-33.952454,15.600202
-61.138668,-18.098999
12.253459,-15.367403
-9.099072,-22.68902
5.9477124,13.704253
-30.517223,-57.352325
-31.283186,56.489136
20.39812,70.070366
28.209335,50.242023
14.532158,18.119186
20.519165,39.817184
3.8247802,-34.903908
54.32906,64.53921
-12.662134,58.196205
-24.041279,-14.8574095
11.173955,-21.92493
-1.942523,31.575619
25.243439,9.840427
25.943136,1.5452487
47.10458,-20.799723
31.550901,29.272593
-76.19213,-4.9361196
39.22839,-54.62451
39.246468,-18.36845
-31.340866,53.208794
-3.7694054,-12.633715
20.887293,55.861168
-37.70479,22.063831
-8.025038,83.96047
-6.72618,69.10383
-8.026494,72.15593
-10.338452,-50.42806
2.9683444,-8.580362
14.356301,-24.542257
42.890762,-24.854078
-5.2113605,-43.810047
-7.2355404,27.646776
9.505611,-6.0692277
-46.718933,-32.646347
-5.4079657,77.99273
7.281421,-66.03315
4.665057,-6.4535465
-69.95348,15.654351
24.97553,-49.810665
63.822773,-21.620302
-34.37754,64.243675
-8.862731,6.7243237
42.180683,-46.79026
-74.86696,-12.52587
-47.01648,-64.65422
-32.087353,13.242132
-55.513165,-7.2375393
29.530603,47.311676
-6.9632783,-16.840137
-63.309563,-31.008003
-38.697304,-42.382824
34.955776,-51.582367
53.757214,66.63546
-14.882832,31.883213
66.361626,-19.074404
31.31232,28.431126
-23.470104,-59.83161
38.37358,46.95483
-74.42026,-9.811598
-48.351414,-5.197888
36.872974,40.399147
-36.05742,56.657185
9.696017,16.6486
-80.97014,-6.03509
-18.324968,14.113082
57.798546,12.612768
20.298069,-56.4331
19.431047,3.0358205
43.14597,-44.364796
19.285463,15.885645
-33.26158,52.335484
-12.655743,26.293552
-9.08795,-50.557022
-25.495369,-19.200758
47.016754,-19.686396
51.23714,2.4686072
0.75505805,79.88609
14.804023,2.7452972
60.125977,-0.021240568
-17.536623,74.509964
-33.477577,30.039366
-49.242695,-11.214326
18.893063,-29.56622
-59.19251,-15.9172
-45.54573,-65.323975
68.6761,-32.39533
16.388264,29.66728
25.614147,61.8358
8.132767,21.9753
-6.0131617,12.955059
10.128757,21.321789
20.499077,-68.14871
-63.112926,-12.336987
20.559622,18.638046
-49.40656,2.3945866
-67.086296,4.92485
-26.629904,67.693596
-58.820644,14.417667
43.48154,-23.762722
32.5361,-43.818
16.943644,-28.597057
69.61593,11.3136425
-11.92982,27.641794
-64.20313,7.2749467
41.085625,-39.827274
-8.721828,0.88411075
-64.35916,5.4272113
34.429768,50.141632
24.322142,68.821724
66.1181,-18.917109
20.383123,14.719022
67.220436,20.372349
-25.740143,-41.914207
12.110143,-57.84784
25.74021,42.371117
-0.30343705,3.089843
-20.386003,-53.3063
-34.45699,-4.3378797
-65.66626,12.881232
-36.76236,-45.33198
-55.69088,-22.150637
2.6174135,76.67614
-48.56814,-30.798018
35.924873,74.48792
-72.9099,-4.298153
3.9794686,-13.602577
18.575005,50.04492
-44.898857,-38.30873
-37.73854,55.173187
18.44353,50.198383
-27.925016,73.52931
11.9813795,21.316223
-11.595611,22.586962
-50.67599,-14.938431
-7.0794463,-10.231584
22.648165,28.543818
29.531754,15.242791
-59.43362,-22.69241
26.403841,8.960441
12.811437,4.5556817
2.8449512,-35.533962
-12.839167,-58.556313
3.2487898,-20.997688
39.520237,75.2297
14.8708725,2.5501971
-25.600113,-40.368732
15.464786,-73.84734
-43.99104,-59.964478
27.332766,60.808685
-14.594929,82.69003
5.663553,31.985218
-58.243763,-6.10279
31.713152,27.552752
22.708357,24.385052
27.982153,57.18907
-34.15334,-36.63387
-27.546877,67.73861
18.732279,26.206041
-1.439155,-16.62165
53.628716,68.079544
-45.61626,-38.013023
-76.73605,-11.524185
-20.705437,70.81382
10.899677,-28.099907
1.0499351,78.26054
-1.9443191,-16.532288
-32.43083,29.088345
-8.891529,-41.974293
17.603977,-4.687144
-17.288893,80.11249
28.226608,73.78857
40.66554,-14.749704
-42.237453,44.877018
23.430422,62.473404
51.264534,1.886191
17.554462,-17.680408
18.499792,12.900324
66.64523,-37.361156
-68.55193,-23.36762
-30.56339,-43.651585
-13.803658,31.726341
11.509149,-79.20201
26.358934,58.483063
7.9587784,-13.45729
-52.040943,6.520148
-25.473392,58.48456
45.07361,-13.641266
-12.345553,68.0988
-15.449923,-53.375977
-53.008553,-8.996628
-78.87865,-18.973917
65.36498,17.688473
-73.64588,-7.5082474
0.35258657,-7.429998
59.299793,10.9433155
65.67182,3.3812625
-80.64165,-6.725063
61.814663,-22.894367
-39.70097,-66.56784
14.31228,28.538378
-33.807327,19.453888
-45.58526,-23.575893
11.655175,-76.02387
14.558897,-5.1676946
52.62867,66.23307
44.59322,-19.99653
26.812443,54.064777
-11.292405,41.05778
23.208109,-41.25412
16.289078,-72.32443
6.8248625,17.755497
-44.39561,-59.436092
-33.70373,54.32315
-37.064323,-69.945045
21.074501,-65.5797
43.45522,-23.422462
8.559487,43.053005
3.4866874,-4.5733366
27.596407,69.5149
9.271619,18.525272
-23.55478,-68.89476
-37.349396,-44.60999
-49.134876,0.045845013
22.869738,41.076042
-71.901855,-17.388391
22.361282,-64.00145
7.6195364,-31.866508
0.81269056,81.97453
-28.405647,-50.463726
17.508442,-46.92322
-63.61258,-5.8212714
15.1647005,12.7411175
-26.12461,-16.371775
-77.16036,6.652189
31.438477,-54.473286
-19.610542,-25.229786
18.768358,18.12257
22.401049,-61.884407
-12.141662,-53.687195
19.80104,31.507446
-73.6443,-9.244689
-33.671467,-46.67362
-8.991102,74.30015
-80.25953,-8.25112
17.321981,-60.93789
21.940912,18.010668
35.35958,-21.502777
3.9480276,-33.950535
22.627493,15.011382
11.525946,13.522099
-32.879852,55.845963
-43.76077,-46.045742
65.85242,8.637267
-80.8571,-13.671912
-33.7051,21.720581
10.964366,-13.7216215
-27.853802,15.889991
34.580296,-54.055862
13.274785,-64.93859
-55.607933,2.7643487
-50.693542,12.539175
14.975599,14.353929
9.417974,-75.2727
39.99848,57.92741
-26.121372,-47.18152
-44.71646,-57.84238
46.32415,57.506172
-40.72647,-56.485924
-76.92066,-20.936228
-41.93927,-33.95119
-55.32821,-1.401789
6.594361,-16.194462
-26.690609,20.19927
-7.220416,35.357986
-66.316734,-11.933532
28.723698,70.33197
9.579416,40.23749
47.344566,-7.213901
29.876287,-48.89744
6.542739,70.68652
1.0146899,-11.627092
-67.12542,14.783106
5.147356,41.716213
29.403316,72.833725
-66.37579,9.466034
28.515041,46.944622
-19.699781,76.96849
30.949465,-54.09074
-4.7815137,18.86086
13.381283,7.3435097
39.845528,-12.58262
-27.542442,53.069637
-43.267986,-67.274796
57.120667,13.421798
0.13303463,75.481514
-78.7181,-15.115355
20.22318,16.825619
14.04146,-69.1352
-70.16001,10.65122
-5.5147057,74.92458
40.977108,-11.421024
-4.346599,38.80784
-71.90958,-21.705505
38.772427,-14.347975
36.01575,66.622955
-31.935547,59.002495
66.63858,23.31763
45.273846,-54.104595
-40.948174,-54.609085
9.997946,8.897541
-66.353935,-11.208036
29.547306,-46.57545
25.806301,60.248856
2.701322,29.877302
-49.291176,1.6605871
24.271542,14.3096485
31.344667,-54.44997
7.9292755,-69.49938
-33.787037,-48.000298
-49.13111,-2.2466352
-49.77869,-30.660965
-35.399353,-34.576317
-32.103516,-22.266808
-9.77925,-20.814371
-69.68282,9.781103
36.5333,74.046684
54.995182,14.475281
-50.63881,-1.5097336
0.75764966,26.62482
45.088013,-41.785023
27.69674,-61.77118
-31.055576,56.8555
-53.934433,11.500731
-40.66876,-61.5403
19.16469,-63.75386
-68.06776,-18.106457
-59.58652,-13.420206
49.42308,-15.3753805
-70.476685,8.490888
13.398876,-75.78157
-3.396798,29.569803
-31.480543,22.260523
18.236284,31.558262
1.9191293,7.9995704
16.77552,29.382217
16.3069,-58.56877
-70.295135,8.377552
3.630858,33.181683
-27.047659,74.300095
-8.257628,-3.0961466
-60.938236,-18.659132
-68.18167,-2.1259077
30.787256,-65.42088
-38.5237,32.363647
6.7193623,15.659182
-4.346431,-4.312408
33.453186,53.362736
20.15726,18.66771
69.28881,11.801499
10.016512,-42.883694
9.822719,-74.13947
61.684673,-4.6163373
10.730782,37.0274
19.204285,24.71764
-53.064453,10.174354
-60.85394,18.402817
39.54924,77.8938
7.3407693,-18.308088
-3.2050948,-0.16337219
25.282608,20.264719
24.529425,28.02606
21.69139,-47.23816
-29.572773,-63.68682
26.81371,8.367435
-4.9250903,32.32445
-39.590282,-21.329758
-30.968884,62.4555
28.165028,18.719315
42.83805,-15.436763
-5.248717,75.19215
21.536594,-70.512535
32.00383,24.933867
-14.741255,59.192074
24.88997,62.06306
-28.791393,-69.15781
75.60789,7.9718676
32.705048,-44.83327
-42.32152,-59.71972
24.93598,-59.568527
-26.368122,-6.3699017
43.891464,-10.341888
-20.588326,-5.46589
62.284035,14.983867
28.00769,-59.070137
-44.644283,-50.664303
-44.956894,-33.42371
-34.575073,58.994167
35.825375,-51.607204
39.638893,-42.575443
40.11652,-17.850277
-65.71272,2.253633
41.672897,36.687565
48.273033,-53.87492
-44.966805,-67.65212
-22.324469,-43.90144
-68.500656,8.561219
15.793188,23.3729
36.525116,63.855335
-10.377871,-46.660076
10.74924,10.4131
50.319756,-40.33577
31.379934,28.868294
28.799044,-42.168224
35.65862,45.00254
-39.81236,-59.18167
-4.5598288,-45.76775
25.565514,60.128212
9.4769125,11.8366785
-30.745846,15.154667
-17.756386,35.88088
65.82136,10.741401
-41.706158,-50.809265
-6.6950097,72.011
-11.75252,74.01987
-74.79427,-12.154913
65.81926,16.002295
-7.190003,9.548263
21.920816,18.613766
-6.7696533,24.655312
42.614563,-18.771065
61.101555,7.249061
-12.942423,22.472416
-33.326588,52.55986
38.3449,61.414024
-6.920296,-9.507533
63.415783,6.321598
-27.47974,-24.681145
65.98367,12.057946
-8.208528,13.661704
7.781365,38.719467
-0.8728697,16.902708
10.925405,-6.9642425
-8.096708,-50.02617
-79.59275,-16.27912
-23.267344,-43.41652
17.306385,23.73111
18.96937,49.281166
-26.215918,77.56673
-0.42929465,70.28375
19.489952,-2.0361066
63.301346,-0.7106174
22.890928,-59.901825
23.353815,18.879831
57.93333,-17.792274
55.360542,11.711032
-74.84836,-4.935509
2.5108225,15.054383
21.760273,45.240036
53.415733,58.882538
-31.802298,33.540737
36.52673,-56.272465
3.3551657,-0.73450863
18.136087,-59.68756
-69.691696,13.229347
-56.349094,-10.610009
-9.011608,71.73373
23.089184,66.57774
56.446316,11.749503
-63.362965,-31.05327
43.915714,-39.892292
-39.745537,-4.1003356
-48.595577,-68.261475
-51.898865,9.933983
-28.656815,-45.090233
30.992098,4.5607142
-75.39471,3.0396543
16.595997,-26.81152
6.755808,2.0540192
-67.14569,18.777836
-40.11992,-57.18562
15.109743,-60.696205
36.292183,-31.747728
28.483631,-54.43693
57.701218,6.4517927
42.20193,-10.677277
6.418968,15.128697
-7.84233,-47.95165
20.945532,9.944391
57.68186,20.113321
27.673246,19.545887
-74.570335,-7.0221
28.782236,-53.03516
26.919165,-38.792126
-59.03393,-8.864064
26.000963,74.00801
31.798996,25.781452
-6.893709,24.805012
-34.057774,16.66791
-1.195016,5.971008
1.3059447,76.35044
1.0139315,31.767277
20.375683,51.094444
-14.879238,58.28541
-36.58631,-57.996292
-13.937762,74.619545
-32.968018,47.575047
-14.602078,1.1380213
54.91241,-18.313618
-39.14813,-51.901848
-61.834034,-22.450928
16.215015,-61.688255
13.565392,-67.66734
-6.0280995,-43.371525
-54.726864,-9.903
-5.5918784,79.25549
-41.417072,-13.383943
-71.56283,-19.97214
-11.177116,41.303238
7.9004645,-81.27889
7.1737323,30.530863
24.570095,30.060196
-59.514942,-10.681962
6.9246373,-48.15016
9.527411,-19.580591
-58.32653,-24.932953
30.206812,-52.813866
43.51891,-40.23257
-8.694812,50.692776
-34.186188,-36.446125
27.62688,-45.428516
-49.90204,-3.3144188
-50.58128,12.619036
-31.118961,33.07848
-64.41176,5.3253746
34.043888,67.19664
-2.5694788,80.22535
43.53996,-18.409128
52.610806,7.2361403
12.720852,7.261738
48.899273,-50.99556
-10.33198,26.41319
11.246009,-71.515335
54.196163,3.8801606
30.113829,58.93065
13.428413,0.99385345
16.73852,-26.198935
16.23931,-58.91988
46.38747,-10.665486
-28.008215,56.17235
-41.924862,-53.287518
7.199609,-70.153145
-15.034754,72.327866
49.20989,6.0505567
11.4371805,4.0059214
-63.485157,-22.27691
38.302578,42.974514
10.427481,-78.63963
69.46421,18.284834
60.160553,-15.852211
37.64528,58.331036
-10.346493,-31.936434
-72.278275,-6.957726
-28.249382,-32.347233
22.472082,46.444687
46.402225,-11.645277
2.1503716,27.46785
8.843246,-73.16513
-59.944042,-18.70026
-41.706703,-55.48016
7.864775,-13.505804
13.756393,-68.41712
25.232489,71.605934
-43.63607,3.3598647
29.733192,-69.18009
-46.421486,-50.12877
-61.24027,-20.481983
-16.030426,12.265386
-33.644634,-18.835382
64.79501,10.294104
-1.5375907,85.87723
4.519947,-9.354947
55.56193,-37.59273
11.261136,15.777044
-4.95658,-58.438984
-9.783351,20.464176
-63.25162,-3.4492903
-26.42742,-18.079105
39.70566,-43.735386
6.4066772,-3.9435227
27.529913,-43.629143
15.073918,28.847486
8.433934,-17.980165
29.858366,-45.48034
32.72859,-27.260447
-32.604576,36.10177
20.349367,-8.909538
34.61012,50.091663
-7.5070195,75.97192
42.50366,-17.075302
24.89088,-49.480625
7.8866415,-65.44734
18.479824,-54.30857
21.966898,-47.323883
-27.639454,28.706625
13.886616,19.481884
-56.241997,-2.8310657
-28.6964,72.883865
-71.69754,-23.517994
-13.46246,25.599117
42.700016,76.08053
-76.75571,-2.003689
55.43221,9.099854
62.768936,22.553999
-60.219536,13.888196
-4.0059037,-7.7439322
58.775185,15.31899
26.904547,-48.52613
-41.020897,-59.603333
46.51041,-16.518888
-34.794426,-4.439546
-37.570095,-35.136093
-56.085007,8.647153
-66.310486,13.202218
23.978548,70.1442
-47.436317,-49.17768
-25.346115,-27.067675
62.146965,-11.247752
50.119843,-11.400378
12.4450655,9.278096
15.798914,8.684681
-32.559994,-18.122005
5.81566,23.276335
-5.6911445,34.655964
-32.558224,-61.36221
18.224401,12.743472
-34.067554,16.869616
-9.455343,-13.133411
20.203148,-54.871124
47.216644,-7.247722
-55.319096,-11.25643
-62.447777,-10.283403
-17.198545,57.133553
-58.309834,-4.1183343
-78.70008,-14.9089985
-17.842836,36.35371
13.176263,-66.13036
39.733044,71.62876
-19.85076,76.998856
-73.889275,-7.488506
-30.1617,25.108013
-50.405132,-33.90423
-2.9532776,40.77045
-70.5865,-6.9726763
-31.874651,-43.554295
30.456068,8.628417
14.988866,-10.957335
23.308277,44.29121
19.967178,20.985844
-43.054775,-72.44855
22.713608,-50.03385
27.189753,14.8163
-29.262774,46.77788
-17.293398,-58.501396
-6.816653,4.4872026
2.5589554,29.456966
-78.66564,-14.486164
-20.480595,-46.815075
-44.85628,-28.485939
-10.217655,82.55997
8.926536,37.585823
-29.23261,69.401794
16.111034,28.24384
-37.99759,-65.509
-40.920048,-2.2165976
-20.698252,59.64121
-11.561806,30.690382
7.3741035,11.010741
-8.787851,22.600452
-43.758472,-13.754577
-7.9291854,-41.642303
-1.9541266,-7.609292
0.9324237,-51.913815
7.3808084,-21.472116
24.500935,43.578644
-27.874628,-48.1447
-6.710807,82.054344
-0.59647393,-21.329365
-53.464355,-13.392213
-25.862595,-65.67004
13.433371,1.2297094
-10.495601,-32.322353
46.423813,-51.944416
-76.54867,1.5652395
-21.688278,28.575428
62.925907,9.832987
-29.578108,-47.44293
24.802956,6.0644517
14.351208,-41.49649
37.14281,-60.61331
15.558352,-59.835876
48.69137,8.751132
35.35346,-63.50099
-61.804535,3.4478354
-34.012337,-46.7116
-49.45056,2.4051914
-27.532526,-44.11146
1.0334592,34.72918
-68.78446,12.72338
-4.8979316,23.386969
-70.04079,14.037074
30.07025,54.277805
-7.248408,-8.868028
25.894876,27.733585
-35.677094,57.232727
-50.461246,-37.510815
-33.36953,52.03992
20.220055,48.06051
62.018894,5.18554
-41.48748,-52.60826
-45.781044,-15.573426
-57.651466,10.073616
-24.582005,-12.94645
-54.89151,5.5354753
-19.79097,64.16634
1.6315011,77.70525
-34.128803,-7.625654
-41.59958,-72.28195
-66.39249,-21.045376
26.693876,19.132778
-30.827385,-15.203414
-31.097216,20.037315
-34.59775,22.523642
-5.045908,-5.9690022
-42.289196,-54.339283
30.72535,18.870037
-32.480392,-36.600685
56.125916,-17.88264
-35.372234,-53.628506
40.198532,44.69869
44.371223,-19.234344
-25.140696,-1.7420177
8.687343,-66.830154
17.40713,-70.65128
59.2676,-44.474167
-3.8919382,47.994335
-41.39928,-23.103456
58.693787,-41.087177
-0.8937867,-18.677221
-46.002575,-69.23524
64.0267,-19.30922
36.00904,43.940586
21.806162,-48.382137
0.5001898,33.18747
53.755825,68.21893
-55.731094,-12.598811
26.094923,-58.77404
-12.586666,-45.403828
36.32494,44.865124
-35.609867,51.46655
23.121267,41.930126
-34.933716,7.485764
-14.780932,82.46526
25.762327,13.6264
23.775364,-65.22423
-5.3168626,26.64191
41.980762,69.0078
-15.51082,-0.620175
28.59901,14.357021
-3.5287888,-42.692963
60.53145,6.574048
11.3372,5.597367
-35.23036,48.364742
62.465584,2.4046423
59.77085,-41.772743
-38.48214,54.4154
27.67365,-59.580936
39.191803,-60.90548
15.124547,12.3250265
-40.818787,-47.317554
-27.93507,-30.928402
25.720362,70.874115
4.261011,5.2023606
26.197542,72.18465
-33.415302,32.200214
-53.710342,8.35771
37.49333,76.36282
28.954437,-30.444221
-4.6604147,-14.169199
38.362827,-23.04754
37.884518,-28.532206
-15.71329,-15.563002
-0.97263503,-4.4697995
-61.338486,4.2924423
27.60822,55.714256
-50.107296,-18.693953
-10.026765,41.91419
19.034424,-6.5078835
-3.2102284,28.945814
14.235886,-63.18061
53.170887,-19.293894
26.318071,-59.827286
17.378078,10.70469
41.350086,-59.387638
-1.5214635,-48.52011
-48.933086,-15.371935
-33.43983,56.425076
-33.772236,-45.9184
59.34698,9.137502
18.434706,53.234016
14.937088,38.247284
1.8726999,8.8112
